Training day and night
{'datapath': '../../../data/processed', 'modelpath': '../../../models', 'reportspath': '../../../reports', 'batch_size': 16, 'lr': 0.001, 'n_epochs': 10, 'seed': 123}
Epoch: [1/10], Loss: 0.2282
Epoch: [2/10], Loss: 0.0840
Epoch: [3/10], Loss: 0.0538
Epoch: [4/10], Loss: 0.0445
Epoch: [5/10], Loss: 0.0305
Epoch: [6/10], Loss: 0.0274
Epoch: [7/10], Loss: 0.0213
Epoch: [8/10], Loss: 0.0192
Epoch: [9/10], Loss: 0.0173
Epoch: [10/10], Loss: 0.0149
