Training day and night
{'datapath': '../../../data/processed', 'modelpath': '../../../models', 'reportspath': '../../../reports', 'batch_size': 16, 'lr': 0.001, 'n_epochs': 10, 'seed': 123}
Epoch: [1/10], Loss: 0.2339
Epoch: [2/10], Loss: 0.0786
Epoch: [3/10], Loss: 0.0561
Epoch: [4/10], Loss: 0.0432
Epoch: [5/10], Loss: 0.0339
Epoch: [6/10], Loss: 0.0293
Epoch: [7/10], Loss: 0.0222
Epoch: [8/10], Loss: 0.0227
Epoch: [9/10], Loss: 0.0158
Epoch: [10/10], Loss: 0.0170
