{'datapath': '../../../data/processed', 'modelpath': '../../../models', 'reportspath': '../../../reports', 'batch_size': 16, 'lr': 0.001, 'n_epochs': 10, 'seed': 123}
Training day and night
{'datapath': '../../../data/processed', 'modelpath': '../../../models', 'reportspath': '../../../reports', 'batch_size': 16, 'lr': 0.001, 'n_epochs': 10, 'seed': 123}
Epoch: [1/10], Loss: 0.2335
Epoch: [2/10], Loss: 0.0806
Epoch: [3/10], Loss: 0.0595
Epoch: [4/10], Loss: 0.0429
Epoch: [5/10], Loss: 0.0348
Epoch: [6/10], Loss: 0.0280
Epoch: [7/10], Loss: 0.0238
Epoch: [8/10], Loss: 0.0221
Epoch: [9/10], Loss: 0.0152
Epoch: [10/10], Loss: 0.0160
